fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-14,features T-13,features T-12,features T-11,features T-10,features T-9,features T-8,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.05147008582795143,-0.028723349486520222,10832,same,1,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
1,-0.016815190386600287,-0.11733340898810618,7599,same,10,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
2,0.06973644124073597,0.06231914879113165,7599,same,11,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
3,-0.0655545295339679,-0.14928030411927917,3286,same,12,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
4,0.1326556223249742,0.12777260492422615,3286,same,13,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
5,-0.01397977996196964,-0.028263792627607476,3286,same,14,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
6,-0.028226416364639073,-0.028831612821115016,3286,same,15,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
7,-0.162172123902252,-0.16933959361569184,53,same,16,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
8,-0.22485075751070993,-0.22648734755488786,53,same,17,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
9,-0.1546160093323523,-0.16139359131687403,53,same,18,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
10,0.265769161734854,-0.16419441773686727,53,same,19,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
11,0.28540137353776096,0.25143743237630145,10832,same,2,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
12,-0.1236412118099699,-0.18285618115724978,53,same,20,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
13,-0.18527923150815973,-0.18626795715442857,53,same,21,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
14,-0.18106086989744052,-0.18124929457109862,53,same,22,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
15,-0.03938689684871233,-0.15318277941198666,53,same,23,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Mixed,Cognitive,0.37595268246098207,0.3825096612205551,0.3767924484966846,0.40438410034555816,0.37881307672188025,0.4896421435498545,0.874109070611981,-0.018092139204702533,-0.024133098843858995,0.0013470169899038858,0.023210529808507636,-0.03863559407086206,-0.060671076480430394,-0.09535279109417341
